word_chinese	word_english	test_option_1	test_option_2	test_option_3
全套衣裝	outfit	outfit	overt	patent
開朗的	outgoing	outgoing	overturn(	pathetic
外出；出遊	outing	outing	overwhelm	patriot
剝奪…的法律保護	outlaw	outlaw	overwhelming	patrol
出口	outlet	outlet	overwork	patron
景色;展望;觀點	outlook	outlook	oxide	patronage
數量上勝過	outnumber	outnumber	oyster	pavement
傷害;淩辱	outrage	outrage	ozone	peacekeeping
殘暴的;蠻橫的	outrageous	outrageous	packaging	peacock
徹底地;明白的	outright	outright	packed	peck
開端，開始	outset	outset	packing	peddle
局外人	outsider	outsider	pact	peddler
郊區	outskirts	outskirts	paddle	pedestrian
過於…	overdo	overdo	pagan	peek
暴食	overeat	overeat	paid	peg(
無意中聽到	overhear	overhear	pail	pending
重疊;部分一致	overlap	overlap	pamphlet	pendulum
俯瞰	oversee	oversee	pane(	penetrate
睡過頭	oversleep	oversleep	paperback	peninsula
明顯的，公開的	overt	overt	par	penis
使)翻過來	overturn(	overturn(	paradox	pension
壓倒;淹沒	overwhelm	overwhelm	paralyze	pensioner
勢不可擋的	overwhelming	overwhelming	parameter	perceive
使過勞	overwork	overwork	parish	perception
氧化物	oxide	oxide	parliamentary	perch
蠔，牡蠣	oyster	oyster	parlor	perennial
臭氧	ozone	ozone	parsley	perfect
包裝	packaging	packaging	partially	peril(
充滿[塞滿]…的	packed	packed	participation	periodic
包裝	packing	packing	particle	periodical
契約	pact	pact	partition	perish
槳狀物;腳踏板	paddle	paddle	partly	permeate
異教徒	pagan	pagan	part-time	permissible
有薪金的	paid	paid	passing	perpetual
桶	pail	pail	passionate	perplex
小冊子	pamphlet	pamphlet	password	perseverance
棋盤等式的)長方格	pane(	pane(	pastime	persevere
平裝本	paperback	paperback	pastry	persistence
與票面價值相等的	par	par	pasture	persistent
似非而是的論點paralysis癱瘓	paradox	paradox	patch	personnel
癱瘓	paralyze	paralyze	patent	perspective
變數	parameter	parameter	pathetic	pertain
教區	parish	parish	patriot	pertinent
國會的	parliamentary	parliamentary	patrol	pessimism
會客室	parlor	parlor	patron	pesticide
洋芫荽	parsley	parsley	patronage	petition
局部的	partially	partially	pavement	petroleum
參與	participation	participation	peacekeeping	petty
顆粒	particle	particle	peacock	pharmaceutical
劃分	partition	partition	peck	pharmacist
部分地	partly	partly	peddle	pharmacology
兼職的	part-time	part-time	peddler	pharmacy
經過的	passing	passing	pedestrian	phase
易動情的;易怒的	passionate	passionate	peek	physiological
密碼	password	password	peg(	physiology
消遣	pastime	pastime	pending	pickle
油酥麵皮	pastry	pastry	pendulum	pickpocket
牧場;牧草	pasture	pasture	penetrate	pick-up
補釘	patch	patch	peninsula	picturesque
專利(權)	patent	patent	penis	pier
可憐的，悲慘的	pathetic	pathetic	pension	pierce
愛國者	patriot	patriot	pensioner	piercing
巡邏	patrol	patrol	perceive	piety
贊助人	patron	patron	perception	pillar
保護人	patronage	patronage	perch	pimple
人行道	pavement	pavement	perennial	pinch
維持和平的	peacekeeping	peacekeeping	perfect	pious
孔雀	peacock	peacock	peril(	pipeline
啄起	peck	peck	periodic	piss
沿街叫賣	peddle	peddle	periodical	pistol
沿街叫賣的小販	peddler	peddler	perish	pitcher
徒步旅行者	pedestrian	pedestrian	permeate	plague
偷看	peek	peek	permissible	plantation
帽)掛;木樁	peg(	peg(	perpetual	plaster
迫近的	pending	pending	perplex	plateau
鐘擺;猶豫不決的人	pendulum	pendulum	perseverance	plausible
滲透;洞察	penetrate	penetrate	persevere	playful
半島	peninsula	peninsula	persistence	playwright
陰莖	penis	penis	persistent	plea
退休金	pension	pension	personnel	plead
領年金的人	pensioner	pensioner	perspective	pledge
察覺	perceive	perceive	pertain	plight
感受；知覺	perception	perception	pertinent	plow
棲息	perch	perch	pessimism	pluck
四季不斷的	perennial	perennial	pesticide	plunge
完美的	perfect	perfect	petition	pneumonia
嚴重的)危險	peril(	peril(	petroleum	poach
周期的	periodic	periodic	petty	pocketbook
周期的;定期刊物	periodical	periodical	pharmaceutical	poetic
滅亡；消滅	perish	perish	pharmacist	pointed
滲入;彌漫	permeate	permeate	pharmacology	poised
可以允許的	permissible	permissible	pharmacy	poke(
不斷的	perpetual	perpetual	phase	polar(
使窘困;使混亂	perplex	perplex	physiological	pollutant
不屈不撓	perseverance	perseverance	physiology	polytechnic
持之以恆	persevere	persevere	pickle	ponder
持續性	persistence	persistence	pickpocket	pope
百折不撓的	persistent	persistent	pick-up	popularity
人事(部門)	personnel	personnel	picturesque	populate
觀點	perspective	perspective	pier	porcelain
附屬;適合	pertain	pertain	pierce	porch
恰當的	pertinent	pertinent	piercing	pore
悲觀	pessimism	pessimism	piety	portfolio
殺蟲劑	pesticide	pesticide	pillar	postulate(
請願	petition	petition	pimple	posture
石油	petroleum	petroleum	pinch	post-war
不足道的	petty	petty	pious	potent
藥劑師的	pharmaceutical	pharmaceutical	pipeline	potter
藥劑師	pharmacist	pharmacist	piss	practicable
藥理學	pharmacology	pharmacology	pistol	practitioner
藥房	pharmacy	pharmacy	pitcher	prairie
形勢，局面	phase	phase	plague	preach
生理的	physiological	physiological	plantation	precaution
生理學	physiology	physiology	plaster	precede
泡黃瓜	pickle	pickle	plateau	precedent
扒手	pickpocket	pickpocket	plausible	preceding
好轉;載客	pick-up	pick-up	playful	precipitate
景色畫似的	picturesque	picturesque	playwright	precisely
碼頭	pier	pier	plea	precision
刺穿	pierce	pierce	plead	preclude
刺穿的	piercing	piercing	pledge	predecessor
虔敬	piety	piety	plight	predictable
紀念柱	pillar	pillar	plow	predominant
粉刺	pimple	pimple	pluck	predominantly
捏	pinch	pinch	plunge	preface
虔誠的	pious	pious	pneumonia	preference
管線	pipeline	pipeline	poach	prehistoric
小便	piss	piss	pocketbook	prejudice
手槍	pistol	pistol	poetic	preliminary
有柄的大水罐	pitcher	pitcher	pointed	premature
瘟疫;折磨	plague	plague	poised	premier
栽植，造林	plantation	plantation	poke(	premiere
灰泥	plaster	plaster	polar(	premise
高原	plateau	plateau	pollutant	premium
好像有道理的	plausible	plausible	polytechnic	preposition
愛遊戲的，愛開玩笑的	playful	playful	ponder	prescribe
劇作家	playwright	playwright	pope	prescription
懇求	plea	plea	popularity	present
辯護;懇求	plead	plead	populate	preservation
誓約;抵押	pledge	pledge	porcelain	preside
保證；誓約	plight	plight	porch	presidency
犁	plow	plow	pore	president-elect
撥;扯;拉;鼓起勇氣	pluck	pluck	portfolio	prestige
使投入	plunge	plunge	postulate(	prestigious
肺炎	pneumonia	pneumonia	posture	presumably
偷獵	poach	poach	post-war	presume
袖珍本	pocketbook	pocketbook	potent	pretext
詩的	poetic	poetic	potter	prevail
尖銳的	pointed	pointed	practicable	prevailing
沈著的;懸空的	poised	poised	practitioner	prevalent
用手指、棍子等)戳;撥，添(火等)	poke(	poke(	prairie	preventive
南、北)極的	polar(	polar(	preach	previously
污染物	pollutant	pollutant	precaution	prey
多種工藝的	polytechnic	polytechnic	precede	priceless
仔細考慮；沈思	ponder	ponder	precedent	prick
羅馬教皇	pope	pope	preceding	primarily
名望;流行；普及	popularity	popularity	precipitate	principal
使人口聚居在…中	populate	populate	precisely	prior 
瓷器	porcelain	porcelain	precision	privatize
門廊	porch	porch	preclude	privileged
注視;用心閱讀	pore	pore	predecessor	pro
文件夾	portfolio	portfolio	predictable	probability
認為自明之理而)假定	postulate(	postulate(	predominant	probe
姿勢;心境	posture	posture	predominantly	proceeding
戰後的	post-war	post-war	preface	procession
有力的;(藥)有效力的	potent	potent	preference	processor
吊兒郎當地做事 	potter	potter	prehistoric	proclaim
切實可行的	practicable	practicable	prejudice	produce
開業者	practitioner	practitioner	preliminary	productivity
草原;牧場	prairie	prairie	premature	proficiency
講道;宣揚	preach	preach	premier	proficient
謹防;預防措施	precaution	precaution	premiere	profile
在…之先	precede	precede	premise	profound
先例	precedent	precedent	premium	prohibition
在前的;上述的	preceding	preceding	preposition	project
把…猛然扔下;促成	precipitate	precipitate	prescribe	projection
精確地	precisely	precisely	prescription	proliferate
精確	precision	precision	present	prolong
排除;阻斷(路等)	preclude	preclude	preservation	prolonged
前輩	predecessor	predecessor	preside	promptly
可預言的	predictable	predictable	presidency	prone
佔優勢的	predominant	predominant	president-elect	pronoun
主要	predominantly	predominantly	prestige	prop
前言	preface	preface	prestigious	propaganda
偏愛	preference	preference	presumably	propagate
史前的	prehistoric	prehistoric	presume	propel
偏見	prejudice	prejudice	pretext	propeller
初步的	preliminary	preliminary	prevail	prophet
不成熟的	premature	premature	prevailing	proportional(
總理;首要的	premier	premier	prevalent	proposition
首演	premiere	premiere	preventive	prose
前提	premise	premise	previously	prosecute
額外費用	premium	premium	prey	prosecution
介詞	preposition	preposition	priceless	prosecutor
開藥方	prescribe	prescribe	prick	prospect
藥方	prescription	prescription	primarily	prospective
出席的;目前的	present	present	principal	prostitute
保存	preservation	preservation	prior 	prostitution
主持	preside	preside	privatize	prototype
總統[主席、議長等]的職位[任期]	presidency	presidency	privileged	provided
即將就任的總統	president-elect	president-elect	pro	provincial
聲望	prestige	prestige	probability	provision
有聲譽的	prestigious	prestigious	probe	provisional
推測起來	presumably	presumably	proceeding	provocative
假定	presume	presume	procession	provoke
藉口	pretext	pretext	processor	prowl
佔優勢	prevail	prevail	proclaim	proximity
盛行的	prevailing	prevailing	produce	prune
盛行的;廣布的	prevalent	prevalent	productivity	psychiatric
預防的	preventive	preventive	proficiency	psychiatrist
預先	previously	previously	proficient	psychiatry
被捕食的動物	prey	prey	profile	psychic
千金難買的	priceless	priceless	profound	publicize
紮，刺，戳穿	prick	prick	prohibition	puff
最初;主要地	primarily	primarily	project	pulse
主要的;校長	principal	principal	projection	punishment
比…優先	prior 	prior 	proliferate	punk
私營化	privatize	privatize	prolong	purely
有特權的	privileged	privileged	prolonged	purify
專家	pro	pro	promptly	purity
可能的結果	probability	probability	prone	put-down
探測器	probe	probe	pronoun	putt
進行	proceeding	proceeding	prop	pyramid
行列，隊伍	procession	procession	propaganda	quack
資訊處理機	processor	processor	propagate	quake
宣佈	proclaim	proclaim	propel	qualifier
生產	produce	produce	propeller	qualitative
生產能力	productivity	productivity	prophet	quantify
精通，熟練	proficiency	proficiency	proportional(	quantitative
熟練的	proficient	proficient	proposition	quantum
側面;輪廓	profile	profile	prose	quarrelsome
深遠的	profound	profound	prosecute	quart
禁止	prohibition	prohibition	prosecution	quarter-final
投影;方案，計劃	project	project	prosecutor	quarterly
投射；投影	projection	projection	prospect	quartet
激增；擴散	proliferate	proliferate	prospective	quartz
延長	prolong	prolong	prostitute	queer
延長的	prolonged	prolonged	prostitution	quench
迅速的；即刻的	promptly	promptly	prototype	query
有…傾向的	prone	prone	provided	quest
代(名)詞	pronoun	pronoun	provincial	questionnaire
擁護者	prop	prop	provision	quiver
宣傳	propaganda	propaganda	provisional	quota
增殖;繁殖	propagate	propagate	provocative	quotation
推進，驅使	propel	propel	provoke	racing
推進者	propeller	propeller	prowl	racism
預言者	prophet	prophet	proximity	racist
成)比例的	proportional(	proportional(	prune	rack
建議；主張	proposition	proposition	psychiatric	radiant
散文	prose	prose	psychiatrist	radiate
經營	prosecute	prosecute	psychiatry	radiator
執行，貫徹	prosecution	prosecution	psychic	radioactive
起訴人	prosecutor	prosecutor	publicize	radish
景色;前途；遠見	prospect	prospect	puff	radius
預期的	prospective	prospective	pulse	raft
妓女	prostitute	prostitute	punishment	rag
賣淫	prostitution	prostitution	punk	ragged
原型;試製型式	prototype	prototype	purely	raid
倘若…	provided	provided	purify	rail
省的	provincial	provincial	purity	rally
儲備物資;糧食	provision	provision	put-down	ranch
假定的	provisional	provisional	putt	random
挑釁的	provocative	provocative	pyramid	ranking
挑釁	provoke	provoke	quack	ransom
鬼鬼祟祟地蕩來蕩去	prowl	prowl	quake	rap
接近	proximity	proximity	qualifier	rape
修剪;刪掉	prune	prune	qualitative	rascal
精神病學的	psychiatric	psychiatric	quantify	rash
精神病醫生	psychiatrist	psychiatrist	quantitative	ratify
精神病學	psychiatry	psychiatry	quantum	rating
心理(現象)的	psychic	psychic	quarrelsome	ratio
公佈	publicize	publicize	quart	rational
一吹[噴];臌脹起來的東西	puff	puff	quarter-final	rattle
脈搏	pulse	pulse	quarterly	ravage
懲罰	punishment	punishment	quartet	rave
無聊話，無聊人物，無聊東西	punk	punk	quartz	reactor
純潔地	purely	purely	queer	realism
使純淨	purify	purify	quench	realization
純淨	purity	purity	query	realm
反駁	put-down	put-down	quest	reap
【高爾夫球】把(球)輕輕打進洞裏	putt	putt	questionnaire	reassure
金字塔	pyramid	pyramid	quiver	rebellion
嘎嘎〔鴨叫聲〕	quack	quack	quota	rebellious
震動;地震	quake	quake	quotation	recipient
合格的人	qualifier	qualifier	racing	reciprocal
品質上的	qualitative	qualitative	racism	reckless
用數量表示	quantify	quantify	racist	reckon
量的	quantitative	quantitative	rack	reclaim
量，額	quantum	quantum	radiant	recommendation
好爭吵的	quarrelsome	quarrelsome	radiate	reconcile
一夸脫	quart	quart	radiator	reconciliation
半準決賽	quarter-final	quarter-final	radioactive	reconstruction
一季一次	quarterly	quarterly	radish	recording
四重奏	quartet	quartet	radius	recreational
石英，水晶	quartz	quartz	raft	recruit
奇怪的	queer	queer	rag	rectangular
撲滅;遏制	quench	quench	ragged	rectify
詢問	query	query	raid	recur(
尋找，搜索	quest	quest	rail	redundancy
問卷調查表	questionnaire	questionnaire	rally	redundant
輕微地顫抖	quiver	quiver	ranch	reef
限額	quota	quota	random	reel
引用;時價	quotation	quotation	ranking	referee
賽跑	racing	racing	ransom	referendum)
種族主義	racism	racism	rap	refine
種族主義者	racist	racist	rape	reflective
各種擱架	rack	rack	rascal	reformer
放射的;滿面春風的	radiant	radiant	rash	refrain
發光；輻射	radiate	radiate	ratify	refreshing
輻射體;散熱器	radiator	radiator	rating	refreshment
放射性的	radioactive	radioactive	ratio	refuge
小紅蘿蔔	radish	radish	rational	refund
半徑	radius	radius	rattle	refute
筏	raft	raft	ravage	regain
抹布	rag	rag	rave	reggae
破爛的;凹凸不平的	ragged	ragged	reactor	regime
突擊	raid	raid	realism	regiment
軌道	rail	rail	realization	regulator
召集;重行集合	rally	rally	realm	rehabilitate
大牧場	ranch	ranch	reap	reign
任意的	random	random	reassure	rein
排名	ranking	ranking	rebellion	reinforce
贖金	ransom	ransom	rebellious	rejection
重敲;斥責	rap	rap	recipient	rejoice
掠奪;強姦	rape	rape	reciprocal	relativity
壞蛋;無賴的	rascal	rascal	reckless	relaxed
魯莽的；性急的	rash	rash	reckon	relay
批准	ratify	ratify	reclaim	relegate
定等級	rating	rating	recommendation	relentless
比率	ratio	ratio	reconcile	relevant
有理性的;合理的	rational	rational	reconciliation	reliability
格格地響	rattle	rattle	reconstruction	reliance
蹂躪	ravage	ravage	recording	relic
叫喊;咆哮 	rave	rave	recreational	relieved
反應器	reactor	reactor	recruit	relish
現實主義	realism	realism	rectangular	remainder
實現;親身體會	realization	realization	rectify	remaining
領域	realm	realm	recur(	remains
採收	reap	reap	redundancy	reminiscent
再向…保證	reassure	reassure	redundant	remnant
叛亂	rebellion	rebellion	reef	removal
有叛變傾向的	rebellious	rebellious	reel	renaissance
接受者	recipient	recipient	referee	render
相互的	reciprocal	reciprocal	referendum)	renewal
輕率的	reckless	reckless	refine	rental
認為	reckon	reckon	reflective	reopen
要求歸還…	reclaim	reclaim	reformer	reorganize
推薦	recommendation	recommendation	refrain	repatriate
調停	reconcile	reconcile	refreshing	repay
和解	reconciliation	reconciliation	refreshment	repayment
重建	reconstruction	reconstruction	refuge	repeated
記錄	recording	recording	refund	repel
娛樂的	recreational	recreational	refute	repertoire
招募新兵[人員]	recruit	recruit	regain	replacement
長方形的	rectangular	rectangular	reggae	replay
矯正	rectify	rectify	regime	reportedly
思想等)重新浮現在心上	recur(	recur(	regiment	repress
冗餘，過剩	redundancy	redundancy	regulator	repression
過多的，冗餘的	redundant	redundant	rehabilitate	reproach
暗礁	reef	reef	reign	reproduce
卷軸	reel	reel	rein	reproduction
裁判員	referee	referee	reinforce	reptile
公民表決	referendum)	referendum)	rejection	resemblance
精煉	refine	refine	rejoice	resent
反射的	reflective	reflective	relativity	resentment
改革者	reformer	reformer	relaxed	reserved
抑制	refrain	refrain	relay	reservoir
使人身心爽快的	refreshing	refreshing	relegate	reside
提神物;點心	refreshment	refreshment	relentless	residential
避難	refuge	refuge	relevant	resigned
退款	refund	refund	reliability	resolute
駁斥	refute	refute	reliance	resonance
取回	regain	regain	relic	resonant
雷鬼(音樂)	reggae	reggae	relieved	resort
政權	regime	regime	relish	respectable
把…編成團;大群	regiment	regiment	remainder	respected
校準器	regulator	regulator	remaining	respectful
使復權	rehabilitate	rehabilitate	remains	respective
統治;支配權	reign	reign	reminiscent	respectively
駕馭	rein	rein	remnant	restrain
增強	reinforce	reinforce	removal	restrained
拒斥	rejection	rejection	renaissance	restraint
歡喜	rejoice	rejoice	render	restricted
相關(性)	relativity	relativity	renewal	restructure
放鬆的;隨意的	relaxed	relaxed	rental	resultant
傳達；轉播	relay	relay	reopen	resume
命令撤離	relegate	relegate	reorganize	retail
毫不留情的	relentless	relentless	repatriate	retailer
有關的	relevant	relevant	repay	retaliate(
可靠性	reliability	reliability	repayment	retention
信賴;依靠	reliance	reliance	repeated	retired
遺跡	relic	relic	repel	retirement
放心的	relieved	relieved	repertoire	retort
津津有味地吃，品味	relish	relish	replacement	retrieval
剩餘物	remainder	remainder	replay	retrieve
剩餘的	remaining	remaining	reportedly	retrospect
剩餘物	remains	remains	repress	retrospection
懷舊的	reminiscent	reminiscent	repression	retrospective
剩餘;餘燼	remnant	remnant	reproach	reunion
除去	removal	removal	reproduce	reveal
復興	renaissance	renaissance	reproduction	revelation
報答;歸還;交付	render	render	reptile	revenue
更新	renewal	renewal	resemblance	reverse
租費	rental	rental	resent	revival
重開	reopen	reopen	resentment	revive
改編	reorganize	reorganize	reserved	revolt
遣送回國	repatriate	repatriate	reservoir	revolve
償還;報答	repay	repay	reside	rhetoric
償還;報答	repayment	repayment	residential	rhetorical
反覆的	repeated	repeated	resigned	rhinoceros
反駁	repel	repel	resolute	rhythmic
演奏節目	repertoire	repertoire	resonance	rib
替換物	replacement	replacement	resonant	ridge
再播放	replay	replay	resort	ridicule
據報導	reportedly	reportedly	respectable	rig
鎮壓(叛亂等)	repress	repress	respected	right-hand
鎮壓(叛亂等)	repression	repression	respectful	right-wing
譴責	reproach	reproach	respective	rigid
再生產	reproduce	reproduce	respectively	rigor
再生產	reproduction	reproduction	restrain	rigorous.
匍匐的	reptile	reptile	restrained	rim
相似性	resemblance	resemblance	restraint	riot
憎恨	resent	resent	restricted	riotous
憤慨	resentment	resentment	restructure	rip
保留的，冷淡的	reserved	reserved	resultant	ripple
水庫	reservoir	reservoir	resume	risky
居住	reside	reside	retail	rite
住宅的	residential	residential	retailer	ritual
已辭職的，認命的	resigned	resigned	retaliate(	rivalry
堅決的	resolute	resolute	retention	roach
反響；共鳴	resonance	resonance	retired	roam
能共鳴的	resonant	resonant	retirement	robin
勝地，訴諸於	resort	resort	retort	robust
可尊敬的	respectable	respectable	retrieval	rocky
受尊敬的	respected	respected	retrieve	roller
謙恭的，有禮貌的	respectful	respectful	retrospect	rotary
各自的	respective	respective	retrospection	rotate
各自地	respectively	respectively	retrospective	rotation
壓抑，抑制	restrain	restrain	reunion	rouge
受約束的；克制的	restrained	restrained	reveal	roughly
抑制(n.)	restraint	restraint	revelation	rouse
受限制的	restricted	restricted	revenue	row(
重新組織	restructure	restructure	reverse	royalty
作為最後結果的；合成的	resultant	resultant	revival	ruby
取回	resume	resume	revive	rugby
零售(的)	retail	retail	revolt	rugged
零售商	retailer	retailer	revolve	ruling
向某人)報復	retaliate(	retaliate(	rhetoric	rumble
保留，保持	retention	retention	rhetorical	runner-up
退休的	retired	retired	rhinoceros	run-up
退休	retirement	retirement	rhythmic	rupture
回嘴	retort	retort	rib	rustle
取回(n.)	retrieval	retrieval	ridge	ruthless
取回(v.)	retrieve	retrieve	ridicule	sacred
回顧 	retrospect	retrospect	rig	saddle
回顧(n.)	retrospection	retrospection	right-hand	safari (
回顧的，懷舊的	retrospective	retrospective	right-wing	safeguard
再結合，重聚	reunion	reunion	rigid	saint
顯露(v.)	reveal	reveal	rigor	salmon
顯露(n.)	revelation	revelation	rigorous.	salon
歲入	revenue	revenue	rim	saloon(
使反轉	reverse	reverse	riot	salutation
再生，復活；復興(n.)	revival	revival	riotous	salute
再生，復活(v.)	revive	revive	rip	salvage
造反	revolt	revolt	ripple	salvation
繞轉；運行	revolve	revolve	risky	sanctuary
華麗的文詞；花言巧語	rhetoric	rhetoric	rite	sandal
誇張的(文風)	rhetorical	rhetorical	ritual	sandy
犀牛	rhinoceros	rhinoceros	rivalry	sane
有抑揚頓挫[節奏、韻律]的	rhythmic	rhythmic	roach	sanitation
肋骨	rib	rib	roam	satisfied
山脊	ridge	ridge	robin	satisfying
嘲笑，愚弄，揶揄	ridicule	ridicule	robust	saturate
搗蛋，用不正當手段操縱	rig	rig	rocky	Saudi
右手的	right-hand	right-hand	roller	savage
右翼的	right-wing	right-wing	rotary	scandal
堅硬的，嚴格的，	rigid	rigid	rotate	scar
嚴肅；苛刻	rigor	rigor	rotation	scarecrow
嚴格的；凜烈的	rigorous.	rigorous.	rouge	scattered
邊，緣	rim	rim	roughly	scenario
暴動	riot	riot	rouse	scenic
暴動的	riotous	riotous	row(	scent
裂開，扯裂	rip	rip	royalty	scope
漣漪	ripple	ripple	ruby	scorn
冒險的，孤注一擲的	risky	risky	rugby	scramble
儀式，典禮	rite	rite	rugged	scrap
儀式的，禮儀的	ritual	ritual	ruling	scrape
競爭，對抗	rivalry	rivalry	rumble	screwdriver
蟑螂 	roach	roach	runner-up	script
漫遊，遊蕩	roam	roam	run-up	scroll
知更鳥	robin	robin	rupture	scrutiny
粗壯的	robust	robust	rustle	sculptor
岩石多的	rocky	rocky	ruthless	sculpture
滾筒	roller	roller	sacred	seam
旋轉的	rotary	rotary	saddle	seasonable
旋轉	rotate	rotate	safari (	seasonal
旋轉(n.)	rotation	rotation	safeguard	seasoned
胭脂，唇膏	rouge	rouge	saint	seasoning
粗略地	roughly	roughly	salmon	secondly
叫(人)起來；激勵激發(感情)	rouse	rouse	salon	secrecy
一)排	row(	row(	saloon(	secretary-general
皇族	royalty	royalty	salutation	seduce
紅寶石	ruby	ruby	salute	seduction
橄欖球	rugby	rugby	salvage	seductive
崎嶇的	rugged	rugged	salvation	seeming
統治的	ruling	ruling	sanctuary	seemingly
隆隆聲	rumble	rumble	sandal	segregate
第二名	runner-up	runner-up	sandy	segregated
助跑; 籌備期間	run-up	run-up	sane	segregation
破裂；決裂	rupture	rupture	sanitation	selective
沙沙地[颯颯地]響	rustle	rustle	satisfied	self-esteem
無情的，殘忍的	ruthless	ruthless	satisfying	semiconductor
神聖的	sacred	sacred	saturate	semi-final
馬鞍	saddle	saddle	Saudi	seminar
徒步)旅行(隊)，(科學考察，遊獵)遠征(隊)	safari (	safari (	savage	senate
衛兵；警衛	safeguard	safeguard	scandal	senator
聖者	saint	saint	scar	sensation
鮭	salmon	salmon	scarecrow	sensational
沙龍	salon	salon	scattered	sensitivity
旅館、輪船等的)大廳，客廳	saloon(	saloon(	scenario	sentiment
問候，致意	salutation	salutation	scenic	sentimental
向…敬禮	salute	salute	scent	separated
海員海難救助	salvage	salvage	scope	separately
救助	salvation	salvation	scorn	separatism
聖堂	sanctuary	sanctuary	scramble	separatist
涼鞋	sandal	sandal	scrap	sequence
沙質的	sandy	sandy	scrape	serene
頭腦清楚的；精神健全的	sane	sane	screwdriver	serenity
公共衛生	sanitation	sanitation	script	sergeant
滿意的	satisfied	satisfied	scroll	serial
令人滿意的	satisfying	satisfying	scrutiny	seriously
使滲透	saturate	saturate	sculptor	sermon
沙烏地	Saudi	Saudi	sculpture	server
野蠻的；未開化的	savage	savage	seam	serviceman
醜聞	scandal	scandal	seasonable	serving
傷痕；疤	scar	scar	seasonal	setback
"稻草人, 骨瘦如柴的人"	scarecrow	scarecrow	seasoned	setting
分散的，散亂的	scattered	scattered	seasoning	settle
電影劇本	scenario	scenario	secondly	sewer
風景的	scenic	scenic	secrecy	sexuality
氣味，香氣	scent	scent	secretary-general	shabby
範圍；視野	scope	scope	seduce	shaft
藐視	scorn	scorn	seduction	shaped
互相爭奪；竭力搜求 (for)	scramble	scramble	seductive	shareholder
碎片，碎屑	scrap	scrap	seeming	shatter
刮，擦過 	scrape	scrape	seemingly	shear
螺絲起子	screwdriver	screwdriver	segregate	shed
稿本	script	script	segregated	sheer
書卷；畫卷	scroll	scroll	segregation	sheriff
細看；細讀	scrutiny	scrutiny	selective	sherry
雕刻[塑]家[師]	sculptor	sculptor	self-esteem	shield
雕刻(術)	sculpture	sculpture	semiconductor	shilling
縫；接合線	seam	seam	semi-final	shining
當令的；合時的	seasonable	seasonable	seminar	shipment
季節(性)的	seasonal	seasonal	senate	shipping
加味的;增加趣味的	seasoned	seasoned	senator	shiver
調味品	seasoning	seasoning	sensation	shocking
第二；其次	secondly	secondly	sensational	shooting
守秘密	secrecy	secrecy	sensitivity	shoplift
秘書長	secretary-general	secretary-general	sentiment	short-term
勾引；迷惑	seduce	seduce	sentimental	shove
勾引；迷惑(n.)	seduction	seduction	separated	shred
引誘的；誘惑的	seductive	seductive	separately	shrewd
表面的；外表上的	seeming	seeming	separatism	shriek
表面地；外表上地segment段落；部分；節	seemingly	seemingly	separatist	shrine
分離；隔開	segregate	segregate	sequence	shrub
被分離的	segregated	segregated	serene	shudder
分離；隔開(n.)	segregation	segregation	serenity	shuffle
選擇性的	selective	selective	sergeant	shun
自尊	self-esteem	self-esteem	serial	shutter
半導體	semiconductor	semiconductor	seriously	side-effect
準決賽	semi-final	semi-final	sermon	sideways
研討會	seminar	seminar	server	siege
參議院	senate	senate	serviceman	signify
參議員	senator	senator	serving	silicon
感覺；知覺	sensation	sensation	setback	silkworm
感覺的；感情的	sensational	sensational	setting	simmer
靈敏性	sensitivity	sensitivity	settle	simplicity
感情；情操	sentiment	sentiment	sewer	simulate
感情用事的；多愁善感的	sentimental	sentimental	sexuality	simulation
分開的	separated	separated	shabby	simultaneous
各自地	separately	separately	shaft	sincerity
分裂；脫離	separatism	separatism	shaped	sinister
分離主義者	separatist	separatist	shareholder	sit-down
連續；結果	sequence	sequence	shatter	sit-in
清澈的；寧靜的	serene	serene	shear	situated
晴朗；平靜	serenity	serenity	shed	skeleton
警官，巡官	sergeant	sergeant	sheer	skeptical
系列(的)	serial	serial	sheriff	skilled
嚴肅；認真；嚴重	seriously	seriously	sherry	skipper(
佈道；講道	sermon	sermon	shield	skirt
服務者；發球人	server	server	shilling	skull
維修人員	serviceman	serviceman	shining	slack
伺候；(食物的)一份	serving	serving	shipment	slam
挫折	setback	setback	shipping	slap
裝配；佈景	setting	setting	shiver	slash
處理好，安頓	settle	settle	shocking	slate
縫工；成衣師。	sewer	sewer	shooting	slaughter
性別	sexuality	sexuality	shoplift	slay
襤褸的；破舊的	shabby	shabby	short-term	sled
莖；柄	shaft	shaft	shove	sleigh(
成型的	shaped	shaped	shred	slick
股份持有者	shareholder	shareholder	shrewd	slit
使粉碎	shatter	shatter	shriek	sloppy
剪斷；搶奪；騙取	shear	shear	shrine	slot
落下；傾注	shed	shed	shrub	slum
純粹的	sheer	sheer	shudder	slump
行政司法長官	sheriff	sheriff	shuffle	sly
雪利酒	sherry	sherry	shun	smack
屏；遮罩；庇護者	shield	shield	shutter	smallpox
先令	shilling	shilling	side-effect	smash
發光的	shining	shining	sideways	smother
裝運	shipment	shipment	siege	smuggle
裝貨；船運	shipping	shipping	signify	snare
發抖	shiver	shiver	silicon	snarl
使人震驚的	shocking	shocking	silkworm	snatch
射擊	shooting	shooting	simmer	sneer
