Id,word_chinese,word_english,test_option_1,test_option_2,test_option_3
1700,大富翁,millionaire,millionaire,mode,muscular
1701,模仿,mimic,mimic,modernization,muse
1702,使相混,mingle,mingle,modernize,mustache (
1703,縮小的,miniature,miniature,modify,mustard
1704,最小的,minimal,minimal,mold,mute
1705,使減到最少,minimize,minimize,molecule,mutter
1706,礦業,mining,mining,momentum,mutton
1707,部長的,ministerial,ministerial,monarch,myth
1708,薄荷,mint,mint,monarchy,mythology
1709,奇跡般的,miraculous,miraculous,monetary,nadir
1710,流產,miscarriage,miscarriage,monopoly,nag
1711,淘氣的,mischievous,mischievous,monotonous,na
1712,小氣鬼,miser,miser,monotony,nanny
1713,傳教(士)的;傳教士,missionary,missionary,monstrous,narrate
1714,誤解了的,mistaken,mistaken,moody,narrative
1715,混合的,mixed,mixed,moor(,narrator
1716,呻吟,moan,moan,morale(,nationalism
1717,發動;使流通,mobilize,mobilize,morality,nationalist
1718,學樣子嘲弄,mock,mock,mortal,nationwide
1719,模，型；樣式,mode,mode,mortar,navel
1720,現代化,modernization,modernization,mosque,navigate
1721,現代化,modernize,modernize,moss,navigation
1722,修改,modify,modify,motherhood,nearsighted
1723,鑄模,mold,mold,motive,necessitate
1724,分子,molecule,molecule,motorist,necktie
1725,動量;勢頭；要素,momentum,momentum,motorway,negligible
1726,帝王,monarch,monarch,motto,negotiator
1727,君主政治,monarchy,monarchy,mound,neighboring
1728,金錢的,monetary,monetary,mount,neon
1729,壟斷[獨佔](權),monopoly,monopoly,mounted,neutral
1730,單調的,monotonous,monotonous,mourn,newly
1731,單調,monotony,monotony,mournful,newlywed
1732,可怕的,monstrous,monstrous,mouthpiece,newscast
1733,動不動發脾氣的,moody,moody,moving,newsreel
1734,把船)繫住,moor(,moor(,mower,nibble
1735,軍隊的)士氣；風紀,morale(,morale(,mule,nick
1736,道德,morality,morality,multinational,nickel
1737,凡人的;有死的,mortal,mortal,multitude,nightclub
1738,灰泥,mortar,mortar,mumble,nightingale
1739,清真寺,mosque,mosque,municipal,nil
1740,苔，蘚,moss,moss,muscular,nitrogen
1741,母親的義務,motherhood,motherhood,muse,nominal
1742,動機,motive,motive,mustache (,nominate
1743,開汽車的人,motorist,motorist,mustard,nomination
1744,高速公路,motorway,motorway,mute,nominee
1745,座右銘,motto,motto,mutter,non-violent
1746,小丘,mound,mound,mutton,norm
1747,登，上,mount,mount,myth,nostril
1748,騎在馬[自行車]上的,mounted,mounted,mythology,notable
1749,哀悼,mourn,mourn,nadir,notably
1750,哀悼的,mournful,mournful,nag,notation
1751,樂器的吹口;發言人,mouthpiece,mouthpiece,na,noted
1752,使人感動的;移動的,moving,moving,nanny,noticeable
1753,割草機,mower,mower,narrate,notify
1754,騾子,mule,mule,narrative,notion
1755,多國的,multinational,multinational,narrator,notorious
1756,大量;群眾,multitude,multitude,nationalism,notwithstanding
1757,咕噥,mumble,mumble,nationalist,novelty
1758,都市的,municipal,municipal,nationwide,novice
1759,肌肉發達的,muscular,muscular,navel,nucleus
1760,沈思，默想,muse,muse,navigate,nude
1761,嘴唇上面的)髭,mustache (,mustache (,navigation,nuisance
1762,芥末,mustard,mustard,nearsighted,numerical
1763,啞的,mute,mute,necessitate,nurture
1764,抱怨,mutter,mutter,necktie,nutritious
1765,羊肉,mutton,mutton,negligible,oar
1766,神話,myth,myth,negotiator,oasis
1767,神話學,mythology,mythology,neighboring,oath
1768,最低點,nadir,nadir,neon,oatmeal
1769,嫌言怨語；嘮叨,nag,nag,neutral,obedience
1770,在,na,na,newly,obituary
1771,保姆,nanny,nanny,newlywed,obligate
1772,敘述，講(故事),narrate,narrate,newscast,obligation
1773,敘述的,narrative,narrative,newsreel,obligatory
1774,敘述者,narrator,narrator,nibble,oblige
1775,民族主義,nationalism,nationalism,nick,oblong
1776,民族主義者,nationalist,nationalist,nickel,obscene
1777,全國的,nationwide,nationwide,nightclub,obscure
1778,臍；中央,navel,navel,nightingale,observer
1779,導航;航行於,navigate,navigate,nil,obsess
1780,導航,navigation,navigation,nitrogen,obsession
1781,近視的,nearsighted,nearsighted,nominal,obstinate
1782,使成為必需,necessitate,necessitate,nominate,occurrence(
1783,領帶,necktie,necktie,nomination,octopus
1784,可以忽視的,negligible,negligible,nominee,odds
1785,協商者,negotiator,negotiator,non-violent,odor
1786,鄰近的,neighboring,neighboring,norm,offering
1787,霓虹燈,neon,neon,nostril,offset
1788,中立的,neutral,neutral,notable,offshore
1789,重新,newly,newly,notably,offspring
1790,新婚之人,newlywed,newlywed,notation,old-fashioned
1791,新聞廣播,newscast,newscast,noted,olive
1792,新聞片,newsreel,newsreel,noticeable,one-time
1793,一點點地咬下,nibble,nibble,notify,ongoing
1794,刻口,nick,nick,notion,opaque
1795,五分鎳幣,nickel,nickel,notorious,openly
1796,夜總會,nightclub,nightclub,notwithstanding,operational
1797,夜鶯,nightingale,nightingale,novelty,operative
1798,無，零,nil,nil,novice,opposed
1799,氮氣,nitrogen,nitrogen,nucleus,oppress
1800,名義上的,nominal,nominal,nude,oppression
1801,任命;提名,nominate,nominate,nuisance,opt
1802,任命(權),nomination,nomination,numerical,optical
1803,被提名者,nominee,nominee,nurture,optimism
1804,非暴力的,non-violent,non-violent,nutritious,optimistic
1805,規範,norm,norm,oar,optimum
1806,鼻孔,nostril,nostril,oasis,optional
1807,值得注意的,notable,notable,oath,orchard
1808,值得注意地,notably,notably,oatmeal,ordeal
1809,記號,notation,notation,obedience,ore
1810,著名的,noted,noted,obituary,organism
1811,引人注意的,noticeable,noticeable,obligate,organized
1812,通知;布告,notify,notify,obligation,orient
1813,見解;觀點,notion,notion,obligatory,Orient
1814,臭名昭彰的,notorious,notorious,oblige,oriental
1815,儘管…仍…,notwithstanding,notwithstanding,oblong,Oriental
1816,新奇的東西,novelty,novelty,obscene,orientation
1817,初學者,novice,novice,obscure,oriented
1818,核,nucleus,nucleus,observer,originality
1819,赤裸裸的,nude,nude,obsess,originally
1820,討厭[有害]的東西,nuisance,nuisance,obsession,originate
1821,數位的,numerical,numerical,obstinate,ornament
1822,養育；培育,nurture,nurture,occurrence(,orthodox
1823,滋養的,nutritious,nutritious,octopus,ostrich
1824,槳,oar,oar,odds,oust
1825,綠洲,oasis,oasis,odor,outbreak(
1826,誓言,oath,oath,offering,outdo
1827,麥片粥,oatmeal,oatmeal,offset,outfit
1828,服從；遵守,obedience,obedience,offshore,outgoing
1829,訃聞,obituary,obituary,offspring,outing
1830,使負義務,obligate,obligate,old-fashioned,outlaw
1831,義務；職責,obligation,obligation,olive,outlet
1832,義務的,obligatory,obligatory,one-time,outlook
1833,迫使;使負債務,oblige,oblige,ongoing,outnumber
1834,橢圓形(的),oblong,oblong,opaque,outrage
1835,猥褻的,obscene,obscene,openly,outrageous
1836,猥褻的,obscure,obscure,operational,outright
1837,觀察者,observer,observer,operative,outset
1838,迷住;使煩擾,obsess,obsess,opposed,outsider
1839,著魔;迷念,obsession,obsession,oppress,outskirts
1840,頑固的,obstinate,obstinate,oppression,overdo
1841,事件的)發生，出現,occurrence(,occurrence(,opt,overeat
1842,章魚,octopus,octopus,optical,overhear
1843,形勢,odds,odds,optimism,overlap
1844,氣味,odor,odor,optimistic,oversee
1845,提供;供品,offering,offering,optimum,oversleep
1846,抵銷，抵銷物,offset,offset,optional,overt
1847,離岸的,offshore,offshore,orchard,overturn(
1848,子孫,offspring,offspring,ordeal,overwhelm
1849,舊式的,old-fashioned,old-fashioned,ore,overwhelming
1850,橄欖,olive,olive,organism,overwork
1851,只發生一次的,one-time,one-time,organized,oxide
1852,進行的,ongoing,ongoing,orient,oyster
1853,不透明的,opaque,opaque,Orient,ozone
1854,公開地,openly,openly,oriental,packaging
1855,運轉的;正在使用的,operational,operational,Oriental,packed
1856,操作的,operative,operative,orientation,packing
1857,反對的，敵對的,opposed,opposed,oriented,pact
1858,壓迫,oppress,oppress,originality,paddle
1859,壓迫,oppression,oppression,originally,pagan
1860,選擇,opt,opt,originate,paid
1861,視覺的;光學的,optical,optical,ornament,pail
1862,樂觀主義,optimism,optimism,orthodox,pamphlet
1863,樂觀的,optimistic,optimistic,ostrich,pane(
1864,最適條件;最適宜的,optimum,optimum,oust,paperback
1865,非強制的,optional,optional,outbreak(,par
1866,果園,orchard,orchard,outdo,paradox
1867,苦難的經驗,ordeal,ordeal,outfit,paralyze
1868,礦石,ore,ore,outgoing,parameter
1869,有機體,organism,organism,outing,parish
1870,有組織的,organized,organized,outlaw,parliamentary
1871,東方的,orient,orient,outlet,parlor
1872,東方,Orient,Orient,outlook,parsley
1873,東方的,oriental,oriental,outnumber,partially
1874,東方的,Oriental,Oriental,outrage,participation
1875,定位,orientation,orientation,outrageous,particle
1876,趨向於…的,oriented,oriented,outright,partition
1877,獨創性,originality,originality,outset,partly
1878,原來,originally,originally,outsider,part-time
1879,起始於,originate,originate,outskirts,passing
1880,裝飾,ornament,ornament,overdo,passionate
1881,正統的,orthodox,orthodox,overeat,password
1882,鴕鳥,ostrich,ostrich,overhear,pastime
1883,逐出,oust,oust,overlap,pastry
1884,戰爭、怒氣等的)爆發,outbreak(,outbreak(,oversee,pasture
1885,優於;打敗,outdo,outdo,oversleep,patch
1886,全套衣裝,outfit,outfit,overt,patent
1887,開朗的,outgoing,outgoing,overturn(,pathetic
1888,外出；出遊,outing,outing,overwhelm,patriot
1889,剝奪…的法律保護,outlaw,outlaw,overwhelming,patrol
1890,出口,outlet,outlet,overwork,patron
1891,景色;展望;觀點,outlook,outlook,oxide,patronage
1892,數量上勝過,outnumber,outnumber,oyster,pavement
1893,傷害;淩辱,outrage,outrage,ozone,peacekeeping
1894,殘暴的;蠻橫的,outrageous,outrageous,packaging,peacock
1895,徹底地;明白的,outright,outright,packed,peck
1896,開端，開始,outset,outset,packing,peddle
1897,局外人,outsider,outsider,pact,peddler
1898,郊區,outskirts,outskirts,paddle,pedestrian
1899,過於…,overdo,overdo,pagan,peek
1900,暴食,overeat,overeat,paid,peg(
1901,無意中聽到,overhear,overhear,pail,pending
1902,重疊;部分一致,overlap,overlap,pamphlet,pendulum
1903,俯瞰,oversee,oversee,pane(,penetrate
1904,睡過頭,oversleep,oversleep,paperback,peninsula
1905,明顯的，公開的,overt,overt,par,penis
1906,使)翻過來,overturn(,overturn(,paradox,pension
1907,壓倒;淹沒,overwhelm,overwhelm,paralyze,pensioner
1908,勢不可擋的,overwhelming,overwhelming,parameter,perceive
1909,使過勞,overwork,overwork,parish,perception
1910,氧化物,oxide,oxide,parliamentary,perch
1911,蠔，牡蠣,oyster,oyster,parlor,perennial
1912,臭氧,ozone,ozone,parsley,perfect
1913,包裝,packaging,packaging,partially,peril(
1914,充滿[塞滿]…的,packed,packed,participation,periodic
1915,包裝,packing,packing,particle,periodical
1916,契約,pact,pact,partition,perish
1917,槳狀物;腳踏板,paddle,paddle,partly,permeate
1918,異教徒,pagan,pagan,part-time,permissible
1919,有薪金的,paid,paid,passing,perpetual
1920,桶,pail,pail,passionate,perplex
1921,小冊子,pamphlet,pamphlet,password,perseverance
1922,棋盤等式的)長方格,pane(,pane(,pastime,persevere
1923,平裝本,paperback,paperback,pastry,persistence
1924,與票面價值相等的,par,par,pasture,persistent
1925,似非而是的論點paralysis癱瘓,paradox,paradox,patch,personnel
1926,癱瘓,paralyze,paralyze,patent,perspective
1927,變數,parameter,parameter,pathetic,pertain
1928,教區,parish,parish,patriot,pertinent
1929,國會的,parliamentary,parliamentary,patrol,pessimism
1930,會客室,parlor,parlor,patron,pesticide
1931,洋芫荽,parsley,parsley,patronage,petition
1932,局部的,partially,partially,pavement,petroleum
1933,參與,participation,participation,peacekeeping,petty
1934,顆粒,particle,particle,peacock,pharmaceutical
1935,劃分,partition,partition,peck,pharmacist
1936,部分地,partly,partly,peddle,pharmacology
1937,兼職的,part-time,part-time,peddler,pharmacy
1938,經過的,passing,passing,pedestrian,phase
1939,易動情的;易怒的,passionate,passionate,peek,physiological
1940,密碼,password,password,peg(,physiology
1941,消遣,pastime,pastime,pending,pickle
1942,油酥麵皮,pastry,pastry,pendulum,pickpocket
1943,牧場;牧草,pasture,pasture,penetrate,pick-up
1944,補釘,patch,patch,peninsula,picturesque
1945,專利(權),patent,patent,penis,pier
1946,可憐的，悲慘的,pathetic,pathetic,pension,pierce
1947,愛國者,patriot,patriot,pensioner,piercing
1948,巡邏,patrol,patrol,perceive,piety
1949,贊助人,patron,patron,perception,pillar
1950,保護人,patronage,patronage,perch,pimple
1951,人行道,pavement,pavement,perennial,pinch
1952,維持和平的,peacekeeping,peacekeeping,perfect,pious
1953,孔雀,peacock,peacock,peril(,pipeline
1954,啄起,peck,peck,periodic,piss
1955,沿街叫賣,peddle,peddle,periodical,pistol
1956,沿街叫賣的小販,peddler,peddler,perish,pitcher
1957,徒步旅行者,pedestrian,pedestrian,permeate,plague
1958,偷看,peek,peek,permissible,plantation
1959,帽)掛;木樁,peg(,peg(,perpetual,plaster
1960,迫近的,pending,pending,perplex,plateau
1961,鐘擺;猶豫不決的人,pendulum,pendulum,perseverance,plausible
1962,滲透;洞察,penetrate,penetrate,persevere,playful
1963,半島,peninsula,peninsula,persistence,playwright
1964,陰莖,penis,penis,persistent,plea
1965,退休金,pension,pension,personnel,plead
1966,領年金的人,pensioner,pensioner,perspective,pledge
1967,察覺,perceive,perceive,pertain,plight
1968,感受；知覺,perception,perception,pertinent,plow
1969,棲息,perch,perch,pessimism,pluck
1970,四季不斷的,perennial,perennial,pesticide,plunge
1971,完美的,perfect,perfect,petition,pneumonia
1972,嚴重的)危險,peril(,peril(,petroleum,poach
1973,周期的,periodic,periodic,petty,pocketbook
1974,周期的;定期刊物,periodical,periodical,pharmaceutical,poetic
1975,滅亡；消滅,perish,perish,pharmacist,pointed
1976,滲入;彌漫,permeate,permeate,pharmacology,poised
1977,可以允許的,permissible,permissible,pharmacy,poke(
1978,不斷的,perpetual,perpetual,phase,polar(
1979,使窘困;使混亂,perplex,perplex,physiological,pollutant
1980,不屈不撓,perseverance,perseverance,physiology,polytechnic
1981,持之以恆,persevere,persevere,pickle,ponder
1982,持續性,persistence,persistence,pickpocket,pope
1983,百折不撓的,persistent,persistent,pick-up,popularity
1984,人事(部門),personnel,personnel,picturesque,populate
1985,觀點,perspective,perspective,pier,porcelain
1986,附屬;適合,pertain,pertain,pierce,porch
1987,恰當的,pertinent,pertinent,piercing,pore
1988,悲觀,pessimism,pessimism,piety,portfolio
1989,殺蟲劑,pesticide,pesticide,pillar,postulate(
1990,請願,petition,petition,pimple,posture
1991,石油,petroleum,petroleum,pinch,post-war
1992,不足道的,petty,petty,pious,potent
1993,藥劑師的,pharmaceutical,pharmaceutical,pipeline,potter
1994,藥劑師,pharmacist,pharmacist,piss,practicable
1995,藥理學,pharmacology,pharmacology,pistol,practitioner
1996,藥房,pharmacy,pharmacy,pitcher,prairie
1997,形勢，局面,phase,phase,plague,preach
1998,生理的,physiological,physiological,plantation,precaution
1999,生理學,physiology,physiology,plaster,precede
2000,泡黃瓜,pickle,pickle,plateau,precedent
2001,扒手,pickpocket,pickpocket,plausible,preceding
2002,好轉;載客,pick-up,pick-up,playful,precipitate
2003,景色畫似的,picturesque,picturesque,playwright,precisely
2004,碼頭,pier,pier,plea,precision
2005,刺穿,pierce,pierce,plead,preclude
2006,刺穿的,piercing,piercing,pledge,predecessor
2007,虔敬,piety,piety,plight,predictable
2008,紀念柱,pillar,pillar,plow,predominant
2009,粉刺,pimple,pimple,pluck,predominantly
2010,捏,pinch,pinch,plunge,preface
2011,虔誠的,pious,pious,pneumonia,preference
2012,管線,pipeline,pipeline,poach,prehistoric
2013,小便,piss,piss,pocketbook,prejudice
2014,手槍,pistol,pistol,poetic,preliminary
2015,有柄的大水罐,pitcher,pitcher,pointed,premature
2016,瘟疫;折磨,plague,plague,poised,premier
2017,栽植，造林,plantation,plantation,poke(,premiere
2018,灰泥,plaster,plaster,polar(,premise
2019,高原,plateau,plateau,pollutant,premium
2020,好像有道理的,plausible,plausible,polytechnic,preposition
2021,愛遊戲的，愛開玩笑的,playful,playful,ponder,prescribe
2022,劇作家,playwright,playwright,pope,prescription
2023,懇求,plea,plea,popularity,present
2024,辯護;懇求,plead,plead,populate,preservation
2025,誓約;抵押,pledge,pledge,porcelain,preside
2026,保證；誓約,plight,plight,porch,presidency
2027,犁,plow,plow,pore,president-elect
2028,撥;扯;拉;鼓起勇氣,pluck,pluck,portfolio,prestige
2029,使投入,plunge,plunge,postulate(,prestigious
2030,肺炎,pneumonia,pneumonia,posture,presumably
2031,偷獵,poach,poach,post-war,presume
2032,袖珍本,pocketbook,pocketbook,potent,pretext
2033,詩的,poetic,poetic,potter,prevail
2034,尖銳的,pointed,pointed,practicable,prevailing
2035,沈著的;懸空的,poised,poised,practitioner,prevalent
2036,用手指、棍子等)戳;撥，添(火等),poke(,poke(,prairie,preventive
2037,南、北)極的,polar(,polar(,preach,previously
2038,污染物,pollutant,pollutant,precaution,prey
2039,多種工藝的,polytechnic,polytechnic,precede,priceless
2040,仔細考慮；沈思,ponder,ponder,precedent,prick
2041,羅馬教皇,pope,pope,preceding,primarily
2042,名望;流行；普及,popularity,popularity,precipitate,principal
2043,使人口聚居在…中,populate,populate,precisely,prior 
2044,瓷器,porcelain,porcelain,precision,privatize
2045,門廊,porch,porch,preclude,privileged
2046,注視;用心閱讀,pore,pore,predecessor,pro
2047,文件夾,portfolio,portfolio,predictable,probability
2048,認為自明之理而)假定,postulate(,postulate(,predominant,probe
2049,姿勢;心境,posture,posture,predominantly,proceeding
2050,戰後的,post-war,post-war,preface,procession
2051,有力的;(藥)有效力的,potent,potent,preference,processor
2052,吊兒郎當地做事 ,potter,potter,prehistoric,proclaim
2053,切實可行的,practicable,practicable,prejudice,produce
2054,開業者,practitioner,practitioner,preliminary,productivity
2055,草原;牧場,prairie,prairie,premature,proficiency
2056,講道;宣揚,preach,preach,premier,proficient
2057,謹防;預防措施,precaution,precaution,premiere,profile
2058,在…之先,precede,precede,premise,profound
2059,先例,precedent,precedent,premium,prohibition
2060,在前的;上述的,preceding,preceding,preposition,project
2061,把…猛然扔下;促成,precipitate,precipitate,prescribe,projection
2062,精確地,precisely,precisely,prescription,proliferate
2063,精確,precision,precision,present,prolong
2064,排除;阻斷(路等),preclude,preclude,preservation,prolonged
2065,前輩,predecessor,predecessor,preside,promptly
2066,可預言的,predictable,predictable,presidency,prone
2067,佔優勢的,predominant,predominant,president-elect,pronoun
2068,主要,predominantly,predominantly,prestige,prop
2069,前言,preface,preface,prestigious,propaganda
2070,偏愛,preference,preference,presumably,propagate
2071,史前的,prehistoric,prehistoric,presume,propel
2072,偏見,prejudice,prejudice,pretext,propeller
2073,初步的,preliminary,preliminary,prevail,prophet
2074,不成熟的,premature,premature,prevailing,proportional(
2075,總理;首要的,premier,premier,prevalent,proposition
2076,首演,premiere,premiere,preventive,prose
2077,前提,premise,premise,previously,prosecute
2078,額外費用,premium,premium,prey,prosecution
2079,介詞,preposition,preposition,priceless,prosecutor
2080,開藥方,prescribe,prescribe,prick,prospect
2081,藥方,prescription,prescription,primarily,prospective
2082,出席的;目前的,present,present,principal,prostitute
2083,保存,preservation,preservation,prior ,prostitution
2084,主持,preside,preside,privatize,prototype
2085,總統[主席、議長等]的職位[任期],presidency,presidency,privileged,provided
2086,即將就任的總統,president-elect,president-elect,pro,provincial
2087,聲望,prestige,prestige,probability,provision
2088,有聲譽的,prestigious,prestigious,probe,provisional
2089,推測起來,presumably,presumably,proceeding,provocative
2090,假定,presume,presume,procession,provoke
2091,藉口,pretext,pretext,processor,prowl
2092,佔優勢,prevail,prevail,proclaim,proximity
2093,盛行的,prevailing,prevailing,produce,prune
2094,盛行的;廣布的,prevalent,prevalent,productivity,psychiatric
2095,預防的,preventive,preventive,proficiency,psychiatrist
2096,預先,previously,previously,proficient,psychiatry
2097,被捕食的動物,prey,prey,profile,psychic
2098,千金難買的,priceless,priceless,profound,publicize
2099,紮，刺，戳穿,prick,prick,prohibition,puff
2100,最初;主要地,primarily,primarily,project,pulse
2101,主要的;校長,principal,principal,projection,punishment
2102,比…優先,prior ,prior ,proliferate,punk
2103,私營化,privatize,privatize,prolong,purely
2104,有特權的,privileged,privileged,prolonged,purify
2105,專家,pro,pro,promptly,purity
2106,可能的結果,probability,probability,prone,put-down
2107,探測器,probe,probe,pronoun,putt
2108,進行,proceeding,proceeding,prop,pyramid
2109,行列，隊伍,procession,procession,propaganda,quack
2110,資訊處理機,processor,processor,propagate,quake
2111,宣佈,proclaim,proclaim,propel,qualifier
2112,生產,produce,produce,propeller,qualitative
2113,生產能力,productivity,productivity,prophet,quantify
2114,精通，熟練,proficiency,proficiency,proportional(,quantitative
2115,熟練的,proficient,proficient,proposition,quantum
2116,側面;輪廓,profile,profile,prose,quarrelsome
2117,深遠的,profound,profound,prosecute,quart
2118,禁止,prohibition,prohibition,prosecution,quarter-final
2119,投影;方案，計劃,project,project,prosecutor,quarterly
2120,投射；投影,projection,projection,prospect,quartet
2121,激增；擴散,proliferate,proliferate,prospective,quartz
2122,延長,prolong,prolong,prostitute,queer
2123,延長的,prolonged,prolonged,prostitution,quench
2124,迅速的；即刻的,promptly,promptly,prototype,query
2125,有…傾向的,prone,prone,provided,quest
2126,代(名)詞,pronoun,pronoun,provincial,questionnaire
2127,擁護者,prop,prop,provision,quiver
2128,宣傳,propaganda,propaganda,provisional,quota
2129,增殖;繁殖,propagate,propagate,provocative,quotation
2130,推進，驅使,propel,propel,provoke,racing
2131,推進者,propeller,propeller,prowl,racism
2132,預言者,prophet,prophet,proximity,racist
2133,成)比例的,proportional(,proportional(,prune,rack
2134,建議；主張,proposition,proposition,psychiatric,radiant
2135,散文,prose,prose,psychiatrist,radiate
2136,經營,prosecute,prosecute,psychiatry,radiator
2137,執行，貫徹,prosecution,prosecution,psychic,radioactive
2138,起訴人,prosecutor,prosecutor,publicize,radish
2139,景色;前途；遠見,prospect,prospect,puff,radius
2140,預期的,prospective,prospective,pulse,raft
2141,妓女,prostitute,prostitute,punishment,rag
2142,賣淫,prostitution,prostitution,punk,ragged
2143,原型;試製型式,prototype,prototype,purely,raid
2144,倘若…,provided,provided,purify,rail
2145,省的,provincial,provincial,purity,rally
2146,儲備物資;糧食,provision,provision,put-down,ranch
2147,假定的,provisional,provisional,putt,random
2148,挑釁的,provocative,provocative,pyramid,ranking
2149,挑釁,provoke,provoke,quack,ransom
2150,鬼鬼祟祟地蕩來蕩去,prowl,prowl,quake,rap
2151,接近,proximity,proximity,qualifier,rape
2152,修剪;刪掉,prune,prune,qualitative,rascal
2153,精神病學的,psychiatric,psychiatric,quantify,rash
2154,精神病醫生,psychiatrist,psychiatrist,quantitative,ratify
2155,精神病學,psychiatry,psychiatry,quantum,rating
2156,心理(現象)的,psychic,psychic,quarrelsome,ratio
2157,公佈,publicize,publicize,quart,rational
2158,一吹[噴];臌脹起來的東西,puff,puff,quarter-final,rattle
2159,脈搏,pulse,pulse,quarterly,ravage
2160,懲罰,punishment,punishment,quartet,rave
2161,無聊話，無聊人物，無聊東西,punk,punk,quartz,reactor
2162,純潔地,purely,purely,queer,realism
2163,使純淨,purify,purify,quench,realization
2164,純淨,purity,purity,query,realm
2165,反駁,put-down,put-down,quest,reap
2166,【高爾夫球】把(球)輕輕打進洞裏,putt,putt,questionnaire,reassure
2167,金字塔,pyramid,pyramid,quiver,rebellion
2168,嘎嘎〔鴨叫聲〕,quack,quack,quota,rebellious
2169,震動;地震,quake,quake,quotation,recipient
2170,合格的人,qualifier,qualifier,racing,reciprocal
2171,品質上的,qualitative,qualitative,racism,reckless
2172,用數量表示,quantify,quantify,racist,reckon
2173,量的,quantitative,quantitative,rack,reclaim
2174,量，額,quantum,quantum,radiant,recommendation
2175,好爭吵的,quarrelsome,quarrelsome,radiate,reconcile
2176,一夸脫,quart,quart,radiator,reconciliation
2177,半準決賽,quarter-final,quarter-final,radioactive,reconstruction
2178,一季一次,quarterly,quarterly,radish,recording
2179,四重奏,quartet,quartet,radius,recreational
2180,石英，水晶,quartz,quartz,raft,recruit
2181,奇怪的,queer,queer,rag,rectangular
2182,撲滅;遏制,quench,quench,ragged,rectify
2183,詢問,query,query,raid,recur(
2184,尋找，搜索,quest,quest,rail,redundancy
2185,問卷調查表,questionnaire,questionnaire,rally,redundant
2186,輕微地顫抖,quiver,quiver,ranch,reef
2187,限額,quota,quota,random,reel
2188,引用;時價,quotation,quotation,ranking,referee
2189,賽跑,racing,racing,ransom,referendum)
2190,種族主義,racism,racism,rap,refine
2191,種族主義者,racist,racist,rape,reflective
2192,各種擱架,rack,rack,rascal,reformer
2193,放射的;滿面春風的,radiant,radiant,rash,refrain
2194,發光；輻射,radiate,radiate,ratify,refreshing
2195,輻射體;散熱器,radiator,radiator,rating,refreshment
2196,放射性的,radioactive,radioactive,ratio,refuge
2197,小紅蘿蔔,radish,radish,rational,refund
2198,半徑,radius,radius,rattle,refute
2199,筏,raft,raft,ravage,regain
2200,抹布,rag,rag,rave,reggae
2201,破爛的;凹凸不平的,ragged,ragged,reactor,regime
2202,突擊,raid,raid,realism,regiment
2203,軌道,rail,rail,realization,regulator
2204,召集;重行集合,rally,rally,realm,rehabilitate
2205,大牧場,ranch,ranch,reap,reign
2206,任意的,random,random,reassure,rein
2207,排名,ranking,ranking,rebellion,reinforce
2208,贖金,ransom,ransom,rebellious,rejection
2209,重敲;斥責,rap,rap,recipient,rejoice
2210,掠奪;強姦,rape,rape,reciprocal,relativity
2211,壞蛋;無賴的,rascal,rascal,reckless,relaxed
2212,魯莽的；性急的,rash,rash,reckon,relay
2213,批准,ratify,ratify,reclaim,relegate
2214,定等級,rating,rating,recommendation,relentless
2215,比率,ratio,ratio,reconcile,relevant
2216,有理性的;合理的,rational,rational,reconciliation,reliability
2217,格格地響,rattle,rattle,reconstruction,reliance
2218,蹂躪,ravage,ravage,recording,relic
2219,叫喊;咆哮 ,rave,rave,recreational,relieved
2220,反應器,reactor,reactor,recruit,relish
2221,現實主義,realism,realism,rectangular,remainder
2222,實現;親身體會,realization,realization,rectify,remaining
2223,領域,realm,realm,recur(,remains
2224,採收,reap,reap,redundancy,reminiscent
2225,再向…保證,reassure,reassure,redundant,remnant
2226,叛亂,rebellion,rebellion,reef,removal
2227,有叛變傾向的,rebellious,rebellious,reel,renaissance
2228,接受者,recipient,recipient,referee,render
2229,相互的,reciprocal,reciprocal,referendum),renewal
2230,輕率的,reckless,reckless,refine,rental
2231,認為,reckon,reckon,reflective,reopen
2232,要求歸還…,reclaim,reclaim,reformer,reorganize
2233,推薦,recommendation,recommendation,refrain,repatriate
2234,調停,reconcile,reconcile,refreshing,repay
2235,和解,reconciliation,reconciliation,refreshment,repayment
2236,重建,reconstruction,reconstruction,refuge,repeated
2237,記錄,recording,recording,refund,repel
2238,娛樂的,recreational,recreational,refute,repertoire
2239,招募新兵[人員],recruit,recruit,regain,replacement
2240,長方形的,rectangular,rectangular,reggae,replay
2241,矯正,rectify,rectify,regime,reportedly
2242,思想等)重新浮現在心上,recur(,recur(,regiment,repress
2243,冗餘，過剩,redundancy,redundancy,regulator,repression
2244,過多的，冗餘的,redundant,redundant,rehabilitate,reproach
2245,暗礁,reef,reef,reign,reproduce
2246,卷軸,reel,reel,rein,reproduction
2247,裁判員,referee,referee,reinforce,reptile
2248,公民表決,referendum),referendum),rejection,resemblance
2249,精煉,refine,refine,rejoice,resent
2250,反射的,reflective,reflective,relativity,resentment
2251,改革者,reformer,reformer,relaxed,reserved
2252,抑制,refrain,refrain,relay,reservoir
2253,使人身心爽快的,refreshing,refreshing,relegate,reside
2254,提神物;點心,refreshment,refreshment,relentless,residential
2255,避難,refuge,refuge,relevant,resigned
2256,退款,refund,refund,reliability,resolute
2257,駁斥,refute,refute,reliance,resonance
